iterations,fitness,time
10,7.0,0.0001447938
100,7.8,0.0002959412
500,7.6,0.0003728102
1000,7.4,0.0004181914
2500,7.8,0.0005287018
5000,7.8,0.0010033112
8000,7.4,0.0012096704
10000,7.6,0.0013138558
