iterations,fitness,time
10,0.225642987796,0.0003192052
100,0.29550781805,0.0003662444
500,0.317954464033,0.0004112886
1000,0.308117646596,0.000716335
2500,0.311780507176,0.0007476428
5000,0.309990759225,0.0012988466
8000,0.313119419992,0.001705183
10000,0.316698915895,0.001883979
