iterations,fitness,time
10,0.284644122408,0.008188182
100,0.298436645428,0.0407937798
500,0.309714161409,0.1653139024
1000,0.309397022513,0.271404678
2500,0.304300585635,0.651523034
5000,0.288734782018,1.3401258854
8000,0.314487486472,2.1515950916
10000,0.315268678363,2.628392044
