iterations,fitness,time
10,17.4,0.006422301
100,17.6,0.0265662312
500,18.0,0.0750020858
1000,18.0,0.1315208342
2500,18.0,0.3038478966
5000,18.0,0.6023420036
8000,18.0,0.9525420246
10000,18.0,1.2298935528
