iterations,fitness,time
10,8.0,0.0059910372
100,8.6,0.0257497032
500,8.4,0.0750326968
1000,8.6,0.1249424768
2500,9.0,0.3032102058
5000,9.0,0.6135957744
8000,9.0,0.996181516
10000,9.0,1.2318686394
