iterations,fitness,time
0.05,18.0,0.000488915599999
0.1,18.0,0.0004987822
0.2,18.0,0.000463174400001
0.3,18.0,0.000549939399999
0.4,18.0,0.000463897000001
0.5,16.4,0.0004614016
0.6,18.0,0.0007637176
0.7,18.0,0.0007192014
0.8,18.0,0.000640225999999
0.9,18.0,0.0004807214
0.95,18.0,0.000460696400001
