iterations,fitness,time
10,8.8,0.0021233406
100,8.8,0.0061765244
500,9.0,0.025872413
1000,9.0,0.051515443
2500,9.0,0.0913102198
5000,9.0,0.1481464796
8000,9.0,0.2439112106
10000,9.0,0.297517738
