iterations,fitness,time
10,13.2,5.70806e-05
100,14.6,7.6753e-05
500,15.4,0.0002279144
1000,18.0,0.0003178888
2500,18.0,0.000480895
5000,18.0,0.0009380414
8000,18.0,0.0023684392
10000,18.0,0.00076342
