iterations,fitness,time
10,0.0712274133595,0.016198409
100,0.128439951433,0.0495985778
500,0.134626795947,0.1585641008
1000,0.13521492358,0.2069218426
2500,0.139254508611,0.5056016416
5000,0.144368226398,0.97739302
8000,0.14402951609,1.5725432008
10000,0.148403854534,1.898629459
