iterations,fitness,time
10,32.6,1.40942000002e-05
100,40.4,2.54702000007e-05
500,51.2,8.80338000002e-05
1000,53.8,0.0001628326
2500,54.4,0.000430237400001
5000,54.0,0.0007085176
8000,54.6,0.0010269534
10000,54.8,0.0012969472
