iterations,fitness,time
10,85.6,0.026514764
100,88.6,0.198559762
500,99.2,0.8411690298
1000,105.2,1.6412151072
2500,105.8,4.0711237054
5000,111.8,8.2115035204
8000,113.0,12.4987653948
10000,113.0,15.7508558638
