iterations,fitness,time
10,18.8,1.45752000009e-05
100,6.4,3.35285999981e-05
500,8.2,0.000123556600002
1000,86.2,0.000729976200002
2500,110.4,0.0005257302
5000,112.0,0.0010328508
8000,113.0,0.001437613
10000,113.0,0.0017473114
