iterations,fitness,time
10,0.0437494150012,0.281896417
100,0.059004872717,1.893959814
500,0.0851243294199,9.503853519
1000,0.0753596659275,18.953754657
2500,0.0907845743228,45.576471129
5000,0.110141460556,91.444401361
8000,0.11217494675,145.813676759
10000,0.111840312839,181.903884166
