iterations,fitness,time
10,50.8,0.0258762618
100,51.6,0.1690294146
500,53.2,0.8035806854
1000,55.2,1.555659431
2500,55.0,3.9982869426
5000,56.0,7.8049682574
8000,57.0,12.3558629694
10000,57.2,15.5262260318
