iterations,fitness,time
10,7.4,1.33439999985e-05
100,22.4,3.36267999998e-05
500,74.0,0.000118268600001
1000,73.2,0.000223179199999
2500,90.4,0.0005229728
5000,68.2,0.000919957000002
8000,75.8,0.0014621956
10000,77.8,0.001935778
