iterations,fitness,time
10,32.0,1.13986000017e-05
100,41.2,2.03806000016e-05
500,47.0,7.72070000011e-05
1000,48.0,0.000112363399998
2500,48.0,0.000261836200001
5000,50.4,0.000596124400001
8000,46.8,0.0010277096
10000,49.0,0.0010687192
