iterations,fitness,accuracy,train_time,test_time
10,2318,78.9240721825,0.250999927521,0.0179998874664
100,2310,78.6516853933,1.35199999809,0.00999999046326
500,2303,78.4133469527,5.81299996376,0.0090000629425
1000,2305,78.48144365,11.6970000267,0.0090000629425
2500,2349,79.9795709908,29.25,0.0090000629425
5000,2394,81.5117466803,58.5230000019,0.0090000629425
