iterations,fitness,time
10-5-2,0.0786814716001,0.0793035458
20-10-5,0.123444630444,0.119170695
50-20-5,0.131026112485,0.2320988088
100-50-10,0.140332481702,0.5035538928
200-100-10,0.150332260916,0.9331562818
500-250-20,0.145652387846,2.6189309174
