iterations,fitness,time
10,84.0,0.0482109092
100,85.4,0.1954762222
500,96.2,0.7375130882
1000,100.8,1.44723581
2500,110.4,3.5940978002
5000,112.0,7.2253419146
8000,113.0,11.3892246524
10000,113.0,14.234402175
