iterations,fitness,time
10,106.2,0.000439957
100,117.2,0.0008791258
500,148.4,0.0028181454
1000,162.6,0.0054292228
2500,159.8,0.0142355244
5000,161.2,0.002590411
8000,164.2,0.0087753444
10000,164.6,0.0046934842
