iterations,fitness,time
10,0.0714725480856,0.00820626
100,0.143941774559,0.0345418134
500,0.150996256669,0.1300706972
1000,0.150231134953,0.206002161
2500,0.149761628819,0.4991476222
5000,0.149792777308,0.983130861
8000,0.146955388813,1.5448256276
10000,0.149735359002,1.9223028418
