iterations,fitness,time
10,5.8,7.33828e-05
100,5.4,9.20414e-05
500,76.0,0.0003462468
1000,85.2,0.0003996448
2500,106.8,0.0007050472
5000,112.8,0.0012782114
8000,113.0,0.0042364004
10000,113.0,0.0063779952
