iterations,fitness,time
10,105.4,0.000488719
100,120.0,0.000962256
500,153.6,0.002552481
1000,164.4,0.0016804468
2500,169.6,0.0036112718
5000,172.2,0.0039355226
8000,172.0,0.0082864082
10000,170.6,0.004820351
