iterations,fitness,time
0.5,108.8,0.0094489404
0.1,101.8,0.0039608804
0.2,99.4,0.0034854066
0.3,102.8,0.0017779174
0.4,105.4,0.0014473942
0.5,102.8,0.0014064856
0.6,113.0,0.0031275138
0.7,113.0,0.003790331
0.8,113.0,0.0044921502
0.9,113.0,0.0015221968
0.95,113.0,0.0014821932
