iterations,fitness,time
10,135.6,0.4693037758
100,171.2,2.133807967
500,170.8,9.308155947
1000,173.8,18.4887143682
2500,174.4,46.4986246878
5000,174.6,101.310076791
8000,174.4,162.098025884
10000,180.8,206.47295683
