iterations,fitness,time
10,6.4,0.0002647686
100,21.4,0.0004802094
500,53.6,0.0013922818
1000,56.0,0.0008652742
2500,92.6,0.0014101288
5000,79.6,0.0027098898
8000,71.4,0.0035178534
10000,75.8,0.0016101916
