iterations,fitness,time
10,118.2,0.0043376046
100,136.6,0.0139972466
500,152.8,0.0705871586
1000,155.6,0.1029529796
2500,162.0,0.2497726568
5000,164.6,0.4413519972
8000,167.6,0.7325841134
10000,171.8,0.8707300866
